booking_id,airline,flight_type,lead_time,departure_month,weekend_departure,num_passengers,fare_type,special_requests,previous_cancellations,payment_type,ticket_price,loyalty_member,seat_selection,travel_insurance,weather_risk_score,is_canceled
10754,Southwest,Domestic,149,Aug,1,5.0,Economy,1,0,Debit Card,297.7,No,Paid,No,7.0,0
10755,Southwest,Domestic,131,Apr,0,2.0,Economy,4,0,Debit Card,176.66,No,Free,Y,2.0,1
10756,JetBlue,Domestic,12,Jan,1,2.0,Business,2,1,Credit Card,237.32,Yes,Paid,No,8.0,0
10757,United,International,44,Jan,0,5.0,First,0,0,Credit Card,480.01,N,Paid,No,4.0,0
10758,JetBlue,Domestic,126,Feb,0,5.0,Business,2,0,Credit Card,348.52,No,Paid,No,1.0,0
10759,United,Domestic,169,Dec,1,5.0,Economy,2,0,Credit Card,628.66,No,Paid,,8.0,0
10760,Southwest,Domestic,113,Sep,0,5.0,Economy,0,1,Debit Card,319.61,YES,Free,Yes,0.0,1
10761,Southwest,International,176,Feb,1,6.0,Economy,1,0,Credit Card,418.29,Yes,Paid,Yes,10.0,0
10762,JetBlue,Domestic,19,Feb,0,3.0,Business,1,2,Credit Card,233.4,,Free,No,7.0,0
10763,JetBlue,International,204,Jun,0,2.0,Economy,0,2,Credit Card,344.57,Yes,Paid,No,5.0,1
10764,United,International,80,Jul,0,4.0,Economy,3,1,Credit Card,372.29,Yes,Free,No,0.0,0
10765,Alaska,Domestic,181,Jul,1,2.0,Economy,2,1,Debit Card,65.43,No,Paid,Yes,3.0,0
10766,United,International,163,Sep,1,2.0,Economy,4,1,,244.51,No,,No,2.0,1
10767,JetBlue,Domestic,224,Jun,0,1.0,Economy,1,0,Credit Card,449.03,No,Paid,Yes,6.0,1
10768,JetBlue,International,128,Aug,1,5.0,Economy,4,1,PayPal,441.57,Yes,Paid,Yes,6.0,0
10769,Delta,Domestic,142,Nov,0,5.0,Business,0,1,Credit Card,185.23,Y,Paid,No,5.0,1
10770,JetBlue,International,204,Jun,0,5.0,Economy,4,1,Debit Card,309.47,Yes,Free,No,9.0,1
10771,Delta,Domestic,16,Feb,1,1.0,Business,4,1,Credit Card,40.0,Yes,Free,Yes,9.0,0
10772,Alaska,Domestic,151,Jan,1,3.0,Economy,2,0,PayPal,359.52,No,PAID,No,7.0,0
10773,United,Domestic,57,May,0,3.0,Business,0,0,PayPal,536.44,No,Paid,Yes,6.0,0
10774,United,Domestic,71,Sep,1,4.0,Economy,4,3,Credit Card,542.51,Yes,Paid,Yes,3.0,0
10775,Delta,Domestic,218,Aug,0,3.0,Economy,1,0,Debit Card,537.53,YES,Paid,No,6.0,1
10776,United,Domestic,108,Apr,0,3.0,Economy,0,0,Credit Card,433.78,Yes,Free,No,0.0,1
10777,JetBlue,Domestic,22,May,0,5.0,Economy,1,1,PayPal,522.15,No,Paid,Yes,2.0,0
10778,Southwest,Domestic,173,May,1,6.0,Economy,3,0,Credit Card,333.5,yes,Paid,Yes,1.0,0
10779,Delta,International,71,Jun,0,2.0,Economy,4,1,PayPal,286.94,Yes,Free,Yes,,1
10780,United,Domestic,7,Mar,1,3.0,Economy,0,1,Credit Card,519.69,No,Paid,No,8.0,0
10781,Delta,Domestic,58,May,0,3.0,Economy,1,0,Debit Card,400.38,Yes,Paid,No,4.0,0
10782,Delta,Domestic,217,Feb,1,1.0,Business,4,0,PayPal,108.67,Yes,Free,Yes,8.0,0
10783,Southwest,Domestic,110,Oct,0,4.0,Business,2,1,PayPal,530.32,YES,Paid,No,7.0,0
10784,JetBlue,International,186,Jan,1,6.0,Economy,1,0,Credit Card,329.22,No,Free,Yes,0.0,1
10785,Delta,Domestic,12,Nov,0,1.0,Economy,1,0,Credit Card,266.6,Yes,free,No,10.0,0
10786,United,International,166,Jan,1,5.0,Business,3,0,Credit Card,497.05,Yes,Paid,Yes,1.0,1
10787,Alaska,International,228,Oct,1,2.0,Economy,2,1,Credit Card,478.17,Yes,Paid,,5.0,1
10788,Delta,International,155,Jul,1,4.0,Economy,3,1,Credit Card,226.04,yes,PAID,Yes,4.0,1
10789,Delta,International,216,Feb,0,1.0,Economy,2,2,Credit Card,338.01,Yes,Paid,No,10.0,1
10790,Southwest,International,188,Apr,1,3.0,Economy,1,1,Credit Card,232.82,YES,Free,Yes,6.0,1
10791,JetBlue,International,15,May,0,3.0,Economy,3,1,Credit Card,236.53,No,Paid,No,8.0,0
10792,Alaska,Domestic,118,Jul,1,4.0,Economy,4,0,Credit Card,40.0,Yes,Free,No,3.0,0
10793,United,Domestic,1,Feb,1,3.0,Economy,2,1,Credit Card,218.04,,Free,No,7.0,0
10794,Alaska,Domestic,209,Jun,0,1.0,Economy,1,1,Credit Card,336.04,Yes,Free,Yes,3.0,0
10795,United,Domestic,144,Jan,0,1.0,Business,0,0,Debit Card,40.0,No,Free,NO,2.0,0
10796,JetBlue,Domestic,29,Jul,0,3.0,Economy,2,2,Credit Card,167.94,No,Free,No,1.0,1
10797,United,Domestic,102,Sep,0,3.0,Economy,2,2,Credit Card,444.99,No,Free,No,7.0,0
10798,Southwest,Domestic,12,May,1,5.0,Economy,4,1,Credit Card,162.28,NO,Free,N,10.0,1
10799,Southwest,Domestic,95,May,0,2.0,Economy,2,0,Credit Card,337.99,,Paid,No,7.0,1
10800,Southwest,Domestic,220,Apr,0,4.0,Economy,2,0,Debit Card,128.53,N,Free,No,10.0,1
10801,Southwest,Domestic,237,Mar,0,1.0,Economy,4,0,Credit Card,417.32,No,Free,Yes,2.0,0
10802,Alaska,Domestic,93,Sep,0,4.0,Economy,4,1,Credit Card,314.39,No,Paid,No,0.0,0
10803,JetBlue,Domestic,81,May,0,5.0,Economy,3,1,PayPal,231.53,Yes,Free,No,5.0,0
10804,United,Domestic,12,Aug,1,1.0,Economy,1,0,PayPal,40.0,Yes,Free,Yes,4.0,0
10805,United,International,170,Sep,0,5.0,Economy,1,0,Credit Card,234.86,No,Free,No,7.0,1
10806,Southwest,Domestic,212,May,1,5.0,Business,3,0,Credit Card,453.06,NO,FREE,No,5.0,1
10807,Southwest,Domestic,93,Oct,0,6.0,Economy,1,1,Credit Card,577.01,No,Free,Yes,3.0,0
10808,Delta,International,148,Sep,0,3.0,Economy,2,0,Credit Card,329.3,No,Free,No,9.0,1
10809,JetBlue,Domestic,111,Feb,1,6.0,Economy,3,2,Credit Card,345.99,No,Free,No,9.0,0
10810,Alaska,Domestic,54,Sep,0,4.0,Economy,3,1,Debit Card,265.16,No,Free,Yes,10.0,0
10811,United,International,80,Nov,0,4.0,Business,1,0,Credit Card,532.1,Yes,Paid,Yes,1.0,1
10812,Delta,International,167,Apr,0,3.0,Economy,0,2,PayPal,326.31,Yes,Paid,No,7.0,1
10813,Delta,Domestic,210,Jun,0,6.0,Economy,1,0,Credit Card,485.12,No,Free,No,4.0,1
10814,United,Domestic,115,Jun,0,4.0,Economy,0,1,Credit Card,394.75,YES,Paid,Yes,7.0,0
10815,Alaska,International,142,Jun,0,6.0,Economy,3,0,Debit Card,377.21,No,Free,Yes,4.0,1
10816,Delta,Domestic,200,Feb,0,3.0,Economy,0,0,Credit Card,217.16,Yes,Paid,No,5.0,0
10817,Delta,Domestic,179,Jul,0,1.0,Economy,2,0,Credit Card,609.56,no,Paid,No,9.0,1
10818,JetBlue,International,201,Jun,0,5.0,Economy,4,0,Credit Card,565.23,Yes,Paid,No,4.0,1
10819,Alaska,Domestic,107,Nov,0,5.0,First,0,0,Credit Card,678.39,No,Free,N,10.0,0
10820,Delta,Domestic,222,Jan,0,6.0,Economy,4,1,Credit Card,206.09,No,Paid,No,2.0,1
10821,Alaska,Domestic,52,Feb,0,4.0,Economy,2,0,Credit Card,396.96,Yes,Paid,Y,9.0,0
10822,United,International,214,Jul,1,6.0,First,4,0,Credit Card,248.94,No,Paid,No,7.0,1
10823,Southwest,Domestic,127,Jan,0,6.0,Business,2,1,Credit Card,422.11,No,Free,Yes,2.0,1
10824,Delta,Domestic,179,Jan,1,2.0,Economy,4,0,PayPal,400.91,No,Free,No,3.0,1
10825,JetBlue,Domestic,157,Jan,0,5.0,Economy,4,1,Credit Card,302.04,Yes,Paid,no,5.0,1
10826,United,Domestic,160,Aug,1,3.0,Business,1,1,Credit Card,327.99,Yes,Free,Yes,1.0,0
10827,Alaska,Domestic,56,Apr,0,6.0,Economy,0,3,PayPal,652.71,Yes,Paid,Yes,6.0,1
10828,United,International,51,Apr,1,2.0,Economy,4,1,Debit Card,341.06,Yes,free,NO,4.0,0
10829,Delta,Domestic,136,Feb,0,2.0,Business,3,1,Credit Card,51.64,Yes,Free,no,9.0,1
10830,Alaska,Domestic,181,Nov,0,5.0,Economy,1,0,Credit Card,284.94,Yes,Paid,No,4.0,0
10831,Southwest,International,110,Nov,1,5.0,Economy,0,1,Debit Card,206.66,No,Paid,No,4.0,0
10832,United,Domestic,0,Nov,0,,Economy,1,0,Credit Card,231.23,NO,Paid,Yes,1.0,0
10833,Delta,International,43,Jan,0,3.0,Economy,0,1,Debit Card,459.31,No,Free,No,10.0,0
10834,JetBlue,Domestic,226,Dec,1,2.0,Business,2,0,PayPal,484.73,YES,,YES,9.0,1
10835,Alaska,International,74,Oct,1,4.0,Economy,4,0,Credit Card,241.97,No,Free,Yes,8.0,1
10836,United,Domestic,97,Sep,0,3.0,Business,3,1,Credit Card,282.9,No,paid,,2.0,1
10837,United,International,207,Jul,0,1.0,Economy,1,0,,262.26,Yes,Paid,No,6.0,0
10838,Southwest,Domestic,8,Apr,1,6.0,Economy,1,1,Credit Card,572.53,Yes,Free,N,4.0,0
10839,Southwest,Domestic,31,Dec,1,5.0,Economy,1,0,Credit Card,488.91,No,Paid,No,9.0,0
10840,JetBlue,Domestic,14,Jun,1,2.0,Economy,1,1,Credit Card,454.77,No,Free,Yes,9.0,0
10841,JetBlue,Domestic,139,Feb,1,6.0,Business,4,1,Debit Card,215.51,No,Free,No,4.0,1
10842,Delta,Domestic,224,Jul,0,3.0,Economy,0,2,Credit Card,120.7,No,Paid,No,3.0,1
10843,Delta,International,236,Feb,1,1.0,Economy,4,0,PayPal,532.27,Yes,Paid,No,9.0,0
10844,JetBlue,Domestic,205,Oct,0,3.0,Economy,2,1,Debit Card,628.65,No,Free,No,5.0,1
10845,JetBlue,International,184,Aug,0,3.0,Business,4,1,Credit Card,114.08,No,Paid,No,6.0,1
10846,Alaska,Domestic,135,Aug,0,4.0,Economy,4,2,Debit Card,673.81,No,Paid,No,6.0,1
10847,Southwest,Domestic,71,Jan,0,6.0,Economy,2,0,Credit Card,345.16,No,free,No,10.0,0
10848,Delta,Domestic,154,Aug,0,4.0,Economy,4,2,Debit Card,383.54,No,Free,No,7.0,1
10849,Southwest,Domestic,189,Feb,1,3.0,Economy,0,2,Credit Card,175.5,Yes,Free,Yes,4.0,1
10850,Southwest,International,11,Jun,0,1.0,Economy,3,1,Credit Card,111.53,Yes,Free,No,6.0,0
10851,JetBlue,International,64,Jan,0,2.0,Economy,2,0,Debit Card,43.07,No,Free,no,3.0,1
10852,Alaska,Domestic,106,May,1,2.0,Business,1,0,Credit Card,504.32,No,Free,No,8.0,1
10853,United,Domestic,231,Nov,0,6.0,Economy,0,2,PayPal,348.42,Yes,Paid,No,4.0,1
10854,Alaska,Domestic,41,Jul,0,5.0,Economy,3,0,Debit Card,424.51,Yes,Paid,No,2.0,0
10855,Alaska,International,189,Oct,0,5.0,Economy,0,1,Credit Card,518.64,N,Free,Y,4.0,1
10856,Southwest,Domestic,114,Jan,1,2.0,Economy,0,1,Credit Card,346.59,No,Free,Yes,8.0,1
10857,Alaska,Domestic,138,Feb,0,3.0,Business,1,1,PayPal,596.53,No,free,Yes,10.0,1
10858,Delta,International,102,Jul,0,,Economy,3,0,Credit Card,244.44,No,free,No,7.0,1
10859,Southwest,Domestic,170,Jun,0,4.0,Economy,0,0,Debit Card,301.53,No,Free,,0.0,0
10860,Delta,Domestic,94,Mar,0,6.0,Economy,1,1,Debit Card,233.6,Yes,Free,Yes,4.0,0
10861,United,Domestic,16,Oct,0,4.0,Economy,2,1,PayPal,476.97,Yes,Paid,No,5.0,0
10862,Southwest,International,224,Feb,0,5.0,Economy,1,0,,515.9,No,Paid,No,9.0,1
10863,United,Domestic,159,Oct,0,2.0,Economy,4,0,Debit Card,296.59,No,Free,No,10.0,1
10864,Southwest,Domestic,220,Apr,1,3.0,Economy,1,0,PayPal,164.96,No,Paid,No,1.0,1
10865,JetBlue,Domestic,212,Mar,0,2.0,Business,1,0,Debit Card,532.29,No,Free,No,5.0,0
10866,Alaska,Domestic,84,Jul,0,1.0,Economy,1,1,Debit Card,236.7,No,Paid,N,8.0,0
10867,JetBlue,Domestic,167,Aug,0,2.0,Economy,0,1,Credit Card,303.61,No,Free,Yes,3.0,1
10868,United,Domestic,150,Feb,0,,Business,3,0,Credit Card,209.74,Yes,Free,N,2.0,1
10869,Alaska,Domestic,55,Oct,1,4.0,Economy,1,0,Debit Card,400.24,No,Free,Yes,8.0,0
10870,Southwest,Domestic,133,Jul,0,4.0,Economy,1,1,Credit Card,252.21,No,PAID,No,1.0,1
10871,Alaska,Domestic,85,Aug,0,5.0,Economy,4,0,Credit Card,458.2,No,Free,yes,8.0,0
10872,Delta,Domestic,177,Jun,1,2.0,Economy,4,1,Credit Card,281.63,No,Paid,,10.0,1
10873,Alaska,International,101,Jun,0,2.0,Economy,2,1,Credit Card,435.3,No,Free,No,9.0,1
10874,Delta,Domestic,164,Oct,0,1.0,Economy,2,1,,230.54,Yes,Free,No,,0
10875,Alaska,International,236,Jan,0,4.0,Business,4,1,Credit Card,531.68,No,Paid,No,10.0,1
10876,Delta,International,191,Apr,0,1.0,Economy,3,0,Credit Card,290.01,Yes,Free,Yes,1.0,0
10877,United,Domestic,53,Jan,0,4.0,Economy,2,0,Debit Card,372.61,no,Free,No,10.0,1
10878,JetBlue,Domestic,199,Apr,0,1.0,Economy,3,0,Credit Card,193.69,No,Free,No,9.0,1
10879,Southwest,Domestic,232,Feb,0,4.0,Economy,4,1,Credit Card,357.75,No,Free,Yes,2.0,1
10880,Alaska,Domestic,176,Nov,1,1.0,Economy,2,0,,198.89,No,Free,No,6.0,0
10881,JetBlue,Domestic,226,May,0,4.0,Economy,1,1,Credit Card,353.85,YES,Paid,No,1.0,1
10882,Southwest,Domestic,114,Oct,0,6.0,Economy,4,0,Debit Card,225.39,No,Free,Yes,0.0,0
10883,Southwest,Domestic,138,Sep,0,1.0,Business,2,0,Debit Card,338.25,Yes,FREE,No,8.0,0
10884,Delta,International,87,Nov,0,2.0,Economy,3,2,Credit Card,425.23,Yes,Paid,Yes,5.0,0
10885,United,Domestic,48,Dec,0,5.0,Economy,3,1,Credit Card,167.87,No,Free,No,8.0,0
10886,United,International,148,Oct,1,6.0,Business,2,0,PayPal,353.91,No,Free,No,2.0,1
10887,JetBlue,Domestic,114,Mar,1,6.0,Economy,3,0,Credit Card,417.16,No,Free,Yes,2.0,0
10888,United,International,193,Aug,1,1.0,Business,2,0,Credit Card,416.57,Yes,Paid,Yes,9.0,1
10889,Alaska,Domestic,62,Mar,1,5.0,Business,2,0,Credit Card,628.57,No,Paid,No,2.0,1
10890,United,Domestic,103,Jun,0,2.0,Economy,3,2,,255.77,No,Paid,No,1.0,0
10891,JetBlue,Domestic,82,Apr,0,6.0,First,0,0,Credit Card,359.61,No,Free,No,10.0,0
10892,United,Domestic,102,Aug,0,2.0,Economy,1,1,Credit Card,604.68,No,paid,No,5.0,1
10893,Alaska,Domestic,155,Nov,0,,Economy,4,1,Credit Card,167.74,No,Paid,No,2.0,1
10894,Delta,International,16,Jun,1,5.0,Business,1,0,Credit Card,40.0,No,Paid,Yes,4.0,0
10895,JetBlue,Domestic,5,Aug,0,3.0,Economy,4,0,Credit Card,434.98,Yes,Free,No,10.0,0
10896,Delta,Domestic,146,Jan,1,4.0,Economy,4,2,Credit Card,506.05,No,Paid,No,4.0,1
10897,Delta,International,183,Jun,0,5.0,Economy,1,1,Credit Card,64.6,No,Paid,No,9.0,1
10898,Delta,International,229,Jan,1,1.0,Business,2,0,Credit Card,315.23,No,Free,Yes,2.0,1
10899,Southwest,Domestic,27,Jan,1,,Business,3,1,Credit Card,217.49,Yes,Free,Yes,2.0,0
10900,Southwest,Domestic,193,Aug,1,2.0,Economy,0,0,Debit Card,403.35,Yes,PAID,No,0.0,1
10901,Delta,Domestic,37,Jul,1,6.0,First,0,0,Debit Card,355.26,Yes,Free,Yes,5.0,0
10902,JetBlue,Domestic,118,Mar,0,3.0,Economy,0,3,Credit Card,543.25,No,Paid,No,2.0,0
10903,Alaska,International,36,Jun,1,1.0,Economy,1,1,Credit Card,171.72,no,Free,No,0.0,0
10904,Alaska,International,114,Sep,1,5.0,Economy,1,1,Debit Card,414.04,N,Paid,Yes,9.0,0
10905,United,International,67,Jul,1,,Business,2,0,Credit Card,447.03,YES,,No,8.0,1
10906,JetBlue,International,213,Dec,0,6.0,Economy,0,0,Credit Card,367.05,No,Paid,No,10.0,0
10907,Southwest,Domestic,217,Mar,0,5.0,Economy,2,2,Debit Card,79.03,,Paid,,0.0,1
10908,Delta,International,176,Jun,1,6.0,Business,0,1,PayPal,418.18,No,Paid,No,4.0,1
10909,United,International,42,Nov,0,1.0,First,1,0,Credit Card,257.71,No,Free,yes,4.0,0
10910,Alaska,Domestic,163,Apr,1,5.0,Economy,3,2,Credit Card,115.94,Yes,Free,yes,1.0,1
10911,Southwest,International,57,Mar,0,5.0,Economy,3,0,PayPal,411.69,Yes,Paid,Yes,0.0,0
10912,Southwest,Domestic,12,Sep,0,,First,3,0,Credit Card,467.41,No,Free,No,5.0,0
10913,Delta,Domestic,51,Oct,0,3.0,Business,3,0,PayPal,273.84,,PAID,No,6.0,0
10914,Alaska,International,57,Feb,0,2.0,Economy,4,0,Credit Card,476.74,,Paid,No,10.0,0
10915,JetBlue,Domestic,31,Jan,0,3.0,Business,0,1,Credit Card,478.14,No,Paid,Yes,10.0,0
10916,Southwest,Domestic,208,Feb,0,5.0,Business,3,0,Credit Card,357.56,No,Paid,No,8.0,1
10917,Delta,Domestic,104,Jul,0,6.0,Business,4,1,PayPal,443.49,No,Paid,No,7.0,0
10918,JetBlue,Domestic,227,Oct,0,3.0,Business,4,1,PayPal,496.69,Yes,Free,No,9.0,0
10919,Alaska,International,187,Jan,0,5.0,Economy,4,2,Credit Card,433.51,No,Paid,Yes,2.0,1
10920,Southwest,Domestic,237,Jun,1,5.0,Economy,2,0,Debit Card,40.0,No,Paid,Yes,8.0,1
10921,JetBlue,Domestic,82,Jul,1,2.0,Economy,2,0,Debit Card,40.0,No,Paid,No,0.0,0
10922,JetBlue,International,185,Sep,1,2.0,Economy,4,1,Debit Card,509.25,No,Free,Yes,5.0,1
10923,JetBlue,Domestic,98,Aug,1,6.0,Business,3,2,Debit Card,263.62,No,Paid,Yes,9.0,0
10924,Southwest,Domestic,237,Jun,1,4.0,First,0,1,Credit Card,290.57,Yes,Free,No,1.0,0
10925,Southwest,Domestic,103,Mar,0,1.0,Economy,1,0,,624.6,Yes,PAID,No,9.0,1
10926,United,International,183,Aug,1,4.0,Economy,2,1,PayPal,257.28,Yes,Free,No,8.0,1
10927,Alaska,Domestic,27,Jul,1,4.0,Economy,3,0,PayPal,340.61,No,,Yes,8.0,0
10928,Delta,Domestic,128,Mar,0,6.0,Economy,3,1,Credit Card,361.75,Yes,Free,Y,7.0,0
10929,JetBlue,Domestic,169,Sep,0,3.0,Economy,1,0,Credit Card,330.19,Yes,Free,No,10.0,1
10930,United,Domestic,209,Dec,1,6.0,Economy,1,0,PayPal,548.17,Yes,Free,No,6.0,0
10931,Delta,Domestic,47,Feb,0,6.0,Economy,3,0,Credit Card,307.56,No,Free,Y,5.0,0
10932,United,Domestic,39,Mar,1,5.0,Economy,1,2,Credit Card,460.71,No,Free,No,1.0,0
10933,Southwest,Domestic,96,Feb,0,5.0,Economy,3,0,Credit Card,369.84,Yes,Paid,No,3.0,1
10934,JetBlue,International,190,Jan,0,5.0,Business,1,0,PayPal,495.37,No,Free,No,9.0,0
10935,Delta,Domestic,203,Apr,0,1.0,Economy,1,0,Credit Card,167.93,No,Free,No,6.0,1
10936,Delta,International,199,May,0,3.0,Economy,3,2,,44.5,Yes,Paid,Yes,5.0,1
10937,Delta,International,215,Jun,0,3.0,Economy,4,0,Credit Card,364.16,Yes,Free,YES,8.0,1
10938,Delta,International,207,May,0,5.0,Economy,3,0,PayPal,241.36,No,FREE,Yes,4.0,1
10939,Delta,International,113,Jan,1,4.0,Business,0,0,Debit Card,565.08,Yes,Free,,5.0,1
10940,United,Domestic,131,Mar,1,1.0,Economy,1,0,Debit Card,348.37,Yes,Free,No,9.0,1
10941,JetBlue,Domestic,165,Jan,0,4.0,Business,2,0,Credit Card,390.77,No,Free,No,5.0,1
10942,Southwest,Domestic,235,Nov,1,2.0,Economy,1,0,,316.97,No,,Yes,7.0,1
10943,Southwest,Domestic,154,May,0,3.0,Economy,0,0,Debit Card,268.81,No,Paid,No,7.0,1
10944,Southwest,International,136,May,0,,Economy,2,1,Debit Card,368.05,No,Free,Yes,5.0,0
10945,Southwest,International,110,Dec,0,4.0,Economy,2,0,PayPal,502.06,No,Free,No,7.0,1
10946,United,Domestic,143,Nov,0,1.0,Economy,3,1,Credit Card,316.24,Yes,Free,Yes,6.0,0
10947,Alaska,Domestic,183,Jun,0,3.0,Business,4,0,Debit Card,306.4,Yes,Paid,No,0.0,1
10948,JetBlue,International,75,Aug,0,,Economy,3,1,PayPal,472.67,No,paid,No,4.0,0
10949,Delta,Domestic,30,Oct,1,6.0,Economy,2,1,Debit Card,124.15,No,Free,No,10.0,0
10950,Alaska,Domestic,215,Dec,1,6.0,Business,2,1,Credit Card,526.39,No,Paid,No,9.0,1
10951,Southwest,International,118,Jan,0,1.0,First,4,2,Credit Card,2794.5,no,Free,Yes,9.0,1
10952,Alaska,Domestic,141,Apr,0,4.0,Economy,1,1,Debit Card,492.24,Yes,Paid,No,9.0,1
10953,JetBlue,Domestic,236,Oct,0,6.0,Economy,4,0,Credit Card,401.14,NO,Paid,No,4.0,1
10954,Delta,Domestic,24,Nov,0,1.0,Economy,3,1,Credit Card,68.25,No,Paid,No,9.0,0
10955,Delta,International,33,Jan,1,5.0,Economy,1,1,PayPal,361.66,Yes,Paid,Yes,8.0,0
10956,JetBlue,Domestic,66,Sep,0,1.0,First,3,0,Credit Card,544.0,No,Free,No,6.0,0
10957,JetBlue,Domestic,151,Nov,1,2.0,Economy,4,1,Credit Card,317.5,YES,Paid,NO,6.0,1
10958,Southwest,Domestic,117,Jul,1,5.0,Economy,1,1,Debit Card,330.35,YES,Paid,No,9.0,0
10959,Delta,Domestic,233,Jul,0,4.0,First,4,0,,252.56,Yes,Free,Yes,1.0,1
10960,Alaska,Domestic,72,Dec,1,5.0,Business,0,0,Credit Card,527.37,No,Free,No,,0
10961,United,International,25,May,0,5.0,Economy,2,0,Credit Card,295.19,Yes,Free,No,2.0,0
10962,United,Domestic,147,Jul,0,4.0,Business,1,1,Credit Card,610.81,Yes,Paid,Yes,8.0,0
10963,JetBlue,International,191,Dec,0,4.0,Economy,2,0,Credit Card,521.75,Yes,Paid,No,5.0,1
10964,Southwest,Domestic,103,Feb,0,6.0,Economy,0,0,Credit Card,546.47,No,Free,No,8.0,1
10965,United,Domestic,9,Apr,0,2.0,Business,1,0,Credit Card,371.22,No,,Yes,8.0,1
10966,Delta,Domestic,210,Jul,0,4.0,Economy,2,1,Credit Card,291.91,Yes,Paid,Yes,6.0,0
10967,JetBlue,Domestic,66,Mar,1,3.0,Economy,2,0,Credit Card,426.98,No,FREE,No,9.0,0
10968,Alaska,Domestic,151,Feb,1,3.0,Economy,1,1,PayPal,577.28,No,Free,No,7.0,0
10969,JetBlue,Domestic,4,Oct,1,2.0,Business,2,1,Credit Card,608.25,No,Free,,1.0,0
10970,Alaska,Domestic,194,Feb,0,1.0,Economy,2,1,Debit Card,99.99,Yes,Free,No,4.0,1
10971,JetBlue,Domestic,185,Jan,1,1.0,Economy,1,0,Credit Card,738.67,No,Paid,No,2.0,1
10972,JetBlue,Domestic,26,May,1,3.0,Economy,2,0,Debit Card,395.3,No,Paid,Yes,0.0,0
10973,JetBlue,International,207,Dec,1,4.0,Economy,2,0,Debit Card,469.08,No,Paid,no,5.0,0
10974,Alaska,International,112,Jun,1,2.0,Economy,3,0,Credit Card,234.66,No,Paid,No,8.0,1
10975,Alaska,Domestic,14,Jun,1,1.0,Business,3,0,Credit Card,225.02,,Free,no,1.0,0
10976,JetBlue,Domestic,162,Sep,0,1.0,Economy,0,2,Credit Card,158.57,No,free,No,8.0,1
10977,United,Domestic,203,Apr,1,5.0,Economy,3,0,,598.51,No,Free,No,7.0,1
10978,Southwest,Domestic,104,Jan,0,3.0,Economy,3,1,Credit Card,263.67,No,Free,YES,10.0,1
10979,Southwest,Domestic,180,Jun,1,4.0,Economy,0,0,PayPal,347.13,No,Paid,No,8.0,1
10980,Southwest,International,43,May,0,2.0,Business,2,0,Credit Card,317.81,NO,Free,No,4.0,0
10981,Alaska,Domestic,25,Oct,0,1.0,Economy,2,0,Credit Card,217.08,N,PAID,No,1.0,0
10982,Alaska,Domestic,174,Jun,0,5.0,Economy,3,0,Debit Card,332.15,YES,Free,Yes,9.0,0
10983,United,International,161,Mar,1,3.0,Economy,0,2,PayPal,372.31,No,Paid,,9.0,0
10984,Southwest,Domestic,214,Feb,0,3.0,Economy,2,0,Credit Card,534.83,No,PAID,No,5.0,1
10985,Southwest,International,94,Jun,0,2.0,Economy,4,0,Debit Card,211.73,No,Paid,Yes,6.0,0
10986,JetBlue,Domestic,177,Jan,1,1.0,Business,1,1,Credit Card,278.31,Yes,,Yes,2.0,1
10987,Alaska,Domestic,83,Jul,1,2.0,Economy,1,0,Credit Card,437.02,N,Paid,No,5.0,1
10988,Southwest,Domestic,139,Jul,0,2.0,Economy,1,0,Debit Card,366.35,Yes,Free,Yes,5.0,0
10989,United,Domestic,214,Oct,0,6.0,Economy,3,1,PayPal,368.93,No,Paid,yes,7.0,1
10990,United,International,131,Jul,1,5.0,Economy,1,0,Credit Card,224.05,No,Free,No,0.0,1
10991,Southwest,Domestic,86,Dec,1,3.0,Economy,1,1,Credit Card,468.98,Yes,Free,No,3.0,0
10992,Alaska,International,175,Nov,0,6.0,Business,4,0,Debit Card,557.91,Yes,Free,No,0.0,1
10993,United,Domestic,182,Oct,0,4.0,Economy,2,1,Credit Card,544.96,Yes,Paid,No,7.0,0
10994,JetBlue,Domestic,111,Jan,0,3.0,Economy,4,0,Debit Card,332.89,Yes,Paid,No,1.0,0
10995,United,Domestic,128,Apr,1,3.0,Economy,3,1,Credit Card,40.0,No,Free,No,7.0,1
10996,Delta,Domestic,88,Jul,1,5.0,Economy,1,0,Credit Card,392.72,no,Paid,YES,2.0,1
10997,Delta,International,65,Nov,0,4.0,Economy,2,2,Debit Card,374.04,Yes,FREE,No,7.0,1
10998,Alaska,Domestic,157,Sep,0,1.0,Economy,1,0,Credit Card,217.46,Yes,Free,No,5.0,0
10999,Southwest,Domestic,130,May,1,4.0,Business,1,0,PayPal,244.97,No,Free,No,0.0,1
11000,Alaska,Domestic,121,Feb,0,1.0,Business,3,0,Debit Card,220.62,Yes,Free,No,6.0,0
11001,Alaska,Domestic,148,Jul,0,4.0,Economy,1,0,Debit Card,398.43,Yes,Paid,No,6.0,1
11002,Alaska,Domestic,216,Oct,0,2.0,Economy,0,0,Credit Card,244.86,,Free,,5.0,1
11003,Alaska,Domestic,83,Jan,1,,Economy,2,1,PayPal,383.11,Yes,Paid,No,0.0,0
11004,JetBlue,International,176,Jul,0,6.0,Economy,2,0,Debit Card,692.72,Yes,Free,No,4.0,1
